,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,value of product
6127,lynchburg,6695,2011.0,hyundai,sonata,excellent,4 cylinders,gas,100951.0,clean,automatic,4wd,sedan,white,2
6128,lynchburg,6999,2015.0,chevrolet,impala limited,excellent,6 cylinders,gas,87650.0,clean,automatic,4wd,sedan,white,2
6129,lynchburg,7495,2010.0,lexus,es 350,excellent,6 cylinders,gas,123175.0,clean,automatic,4wd,sedan,black,1
6130,lynchburg,6995,2007.0,toyota,camry,excellent,4 cylinders,gas,65129.0,clean,automatic,4wd,sedan,red,2
6131,lynchburg,4995,2012.0,mitsubishi,lancer,good,4 cylinders,gas,83570.0,clean,automatic,4wd,sedan,red,2
6132,lynchburg,7995,2010.0,chevrolet,traverse,good,6 cylinders,gas,96261.0,clean,automatic,4wd,SUV,black,1
6133,lynchburg,6995,2008.0,toyota,rav4,good,4 cylinders,gas,140253.0,clean,automatic,4wd,SUV,green,1
6134,lynchburg,5995,2007.0,ford,edge awd,good,6 cylinders,gas,132482.0,clean,automatic,4wd,SUV,grey,2
6135,lynchburg,6495,2004.0,lexus,gx470,good,8 cylinders,gas,203028.0,clean,automatic,4wd,SUV,white,2
6136,lynchburg,5495,2008.0,lincoln,mkz awd,good,6 cylinders,gas,97850.0,clean,automatic,4wd,sedan,silver,2
6137,lynchburg,5008,2012.0,ford,focus,excellent,4 cylinders,gas,89929.0,clean,automatic,fwd,hatchback,white,3
6138,lynchburg,6231,2012.0,toyota,yaris,excellent,4 cylinders,gas,104416.0,clean,automatic,fwd,sedan,black,3
6139,lynchburg,4421,2005.0,honda,civic,excellent,4 cylinders,gas,154598.0,clean,manual,fwd,coupe,black,3
6140,lynchburg,12000,1999.0,gmc,c6500,excellent,6 cylinders,diesel,186265.0,clean,manual,rwd,SUV,white,2
6141,lynchburg,9861,2012.0,subaru,forester,excellent,4 cylinders,gas,115998.0,clean,automatic,4wd,SUV,white,2
6142,lynchburg,9234,2014.0,hyundai,elantra,excellent,4 cylinders,gas,96602.0,clean,automatic,fwd,sedan,silver,3
6143,lynchburg,3100,2004.0,bmw,325 xi awd w/manual,excellent,6 cylinders,gas,130145.0,clean,manual,4wd,sedan,blue,1
6144,lynchburg,6995,2012.0,ford,focus,excellent,6 cylinders,gas,0.0,clean,automatic,fwd,sedan,white,3
6145,lynchburg,4995,2008.0,mazda,mazda6,excellent,6 cylinders,gas,0.0,clean,automatic,fwd,sedan,white,3
6146,lynchburg,10500,2011.0,ford,taurus,excellent,6 cylinders,gas,100377.0,clean,automatic,4wd,sedan,white,2
6147,kennewick-pasco-richland,7995,2014.0,nissan,sentra,excellent,6 cylinders,gas,75875.0,clean,automatic,fwd,sedan,blue,3
6148,lynchburg,8500,2009.0,ford,e150 cargo van,excellent,8 cylinders,gas,178000.0,clean,automatic,rwd,van,white,2
6149,lynchburg,8500,2005.0,chevrolet,2500 express cargo van,excellent,8 cylinders,gas,112000.0,clean,automatic,rwd,van,white,2
6150,lynchburg,7600,2011.0,volkswagen,jetta dti,excellent,4 cylinders,diesel,92000.0,clean,automatic,fwd,sedan,white,3
6151,lynchburg,2050,2002.0,ford,mustang,good,6 cylinders,gas,221500.0,clean,automatic,4wd,coupe,silver,2
6152,lynchburg,2800,1999.0,ford,f-150,good,8 cylinders,gas,221006.0,clean,automatic,4wd,truck,white,2
6153,lynchburg,15500,2016.0,toyota,rav4,good,4 cylinders,gas,63000.0,lien,automatic,4wd,SUV,black,1
6154,lynchburg,11882,2016.0,mitsubishi,outlander,excellent,4 cylinders,gas,92407.0,clean,automatic,4wd,SUV,silver,2
6155,lynchburg,12728,2014.0,buick,encore,excellent,4 cylinders,gas,94377.0,clean,automatic,fwd,SUV,white,3
6156,lynchburg,12699,2011.0,honda,pilot,excellent,6 cylinders,gas,130361.0,clean,automatic,4wd,SUV,black,1
6157,lynchburg,13720,2012.0,toyota,highlander,excellent,6 cylinders,gas,129432.0,clean,automatic,4wd,SUV,silver,2
6158,lynchburg,13915,2016.0,chevrolet,trax,excellent,4 cylinders,gas,41599.0,clean,automatic,4wd,SUV,custom,1
6159,lynchburg,11921,2015.0,mitsubishi,outlander sport,excellent,4 cylinders,gas,68900.0,clean,automatic,4wd,SUV,black,1
6160,lynchburg,11682,2013.0,buick,encore,excellent,4 cylinders,gas,82826.0,clean,automatic,4wd,SUV,brown,1
6161,lynchburg,9737,2012.0,nissan,rogue,excellent,4 cylinders,gas,101188.0,clean,automatic,4wd,SUV,black,1
6162,lynchburg,12923,2013.0,ford,edge,excellent,6 cylinders,gas,96136.0,clean,automatic,4wd,SUV,brown,1
6163,lynchburg,12848,2013.0,ford,edge,excellent,6 cylinders,gas,144333.0,clean,automatic,4wd,SUV,blue,1
6164,lynchburg,23500,2011.0,jeep,wrangler,excellent,6 cylinders,gas,130000.0,clean,automatic,4wd,SUV,white,2
6165,lynchburg,9875,2011.0,ford,explorer xlt 4wd,excellent,6 cylinders,gas,182097.0,clean,automatic,4wd,SUV,blue,1
6166,lynchburg,8950,2013.0,kia,sorento ex awd,excellent,4 cylinders,gas,140000.0,clean,automatic,4wd,SUV,white,2
6167,lynchburg,8675,2013.0,chevrolet,cruze eco automatic,excellent,4 cylinders,gas,62962.0,clean,automatic,fwd,sedan,silver,3
6168,lynchburg,5900,2009.0,volkswagen,tiguan se,excellent,6 cylinders,gas,100600.0,clean,automatic,4wd,SUV,white,2
6169,lynchburg,25500,2014.0,chevrolet,camaro 2ss/rs,excellent,8 cylinders,gas,29007.0,clean,manual,4wd,coupe,white,2
6170,lynchburg,9995,2013.0,toyota,camry se 4dr sedan,excellent,4 cylinders,gas,108110.0,clean,automatic,fwd,sedan,grey,3
6171,lynchburg,2800,1997.0,volkswagen,cabrio,excellent,4 cylinders,gas,100900.0,clean,manual,fwd,convertible,white,3
6172,lynchburg,4800,2008.0,kia,amanti,good,6 cylinders,gas,125801.0,clean,automatic,fwd,sedan,grey,3
6173,lynchburg,7800,2001.0,ram,3500,fair,8 cylinders,gas,76000.0,clean,automatic,rwd,truck,white,2
6174,lynchburg,10900,2014.0,ford,mustang coupe,like new,6 cylinders,gas,56000.0,clean,automatic,rwd,coupe,white,2
6175,lynchburg,35500,2003.0,ford,750,excellent,6 cylinders,diesel,60000.0,lien,manual,4wd,truck,white,2
6176,lynchburg,7438,2013.0,ford,escape,excellent,4 cylinders,gas,121622.0,clean,automatic,fwd,SUV,brown,3
6177,lynchburg,4500,2010.0,chevrolet,malibu,good,4 cylinders,gas,130000.0,clean,automatic,fwd,sedan,grey,3
6178,lynchburg,3995,2008.0,subaru,legacy,good,4 cylinders,gas,149450.0,clean,automatic,4wd,sedan,blue,1
6179,lynchburg,4495,2007.0,ford,five hundred sel,excellent,6 cylinders,gas,128100.0,clean,automatic,fwd,sedan,red,3
6180,lynchburg,7995,2015.0,ford,fusion titanium,excellent,4 cylinders,gas,127550.0,clean,automatic,fwd,sedan,red,3
6181,lynchburg,6495,2011.0,subaru,legacy 2.5i limited,excellent,4 cylinders,gas,146580.0,clean,automatic,4wd,sedan,blue,1
6182,lynchburg,4495,2010.0,nissan,altima,good,4 cylinders,gas,142110.0,clean,automatic,fwd,sedan,black,3
6183,kennewick-pasco-richland,14997,2008.0,gmc,sierra,excellent,6 cylinders,gas,130678.0,clean,automatic,4wd,pickup,red,2
6184,lynchburg,5995,2014.0,ford,focus se,excellent,4 cylinders,gas,119850.0,clean,automatic,fwd,sedan,black,3
6185,lynchburg,5995,2013.0,dodge,dart rallye,excellent,4 cylinders,gas,103360.0,clean,automatic,fwd,sedan,red,3
6186,lynchburg,3799,2003.0,honda,pilot lx,good,6 cylinders,gas,195850.0,clean,automatic,4wd,SUV,black,1
6187,lynchburg,5300,2010.0,lincoln,mkz,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
6188,lynchburg,1800,1997.0,nissan,hardbody pickup,excellent,6 cylinders,gas,99185.07784431137,clean,manual,4wd,SUV,white,2
6189,lynchburg,2400,2004.0,ford,SCION XA HATCHBACK,good,4 cylinders,gas,171678.0,clean,automatic,fwd,hatchback,grey,3
6190,lynchburg,9868,2011.0,ford,f-150,excellent,6 cylinders,gas,135378.0,clean,automatic,rwd,truck,red,2
6191,lynchburg,2995,1999.0,ford,expidition,good,8 cylinders,gas,175368.0,clean,automatic,4wd,SUV,blue,1
6192,lynchburg,3995,2005.0,kia,sportage lx,good,6 cylinders,gas,106072.0,clean,automatic,4wd,SUV,grey,1
6193,lynchburg,7995,2012.0,toyota,camry,excellent,4 cylinders,gas,93842.0,clean,automatic,4wd,sedan,green,1
6194,lynchburg,10900,2003.0,mercedes-benz,benz,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
6195,lynchburg,6995,2006.0,honda,pilots ex-l 4wd,excellent,6 cylinders,gas,118596.0,clean,automatic,4wd,SUV,white,2
6196,lynchburg,6990,2013.0,hyundai,sonata,excellent,4 cylinders,gas,102589.0,clean,automatic,4wd,sedan,black,1
6197,lynchburg,9450,2011.0,honda,cr-v,excellent,4 cylinders,gas,117148.0,clean,automatic,4wd,SUV,red,2
6198,lynchburg,9861,2012.0,subaru,forester,excellent,4 cylinders,gas,115998.0,clean,automatic,4wd,SUV,white,2
6199,lynchburg,9234,2014.0,hyundai,elantra,excellent,4 cylinders,gas,96602.0,clean,automatic,fwd,sedan,silver,3
6200,lynchburg,16000,2005.0,ford,chevorlet corvette,excellent,6 cylinders,gas,97000.0,clean,manual,4wd,SUV,black,1
6201,lynchburg,2800,2002.0,toyota,camry,good,4 cylinders,gas,176000.0,clean,automatic,fwd,sedan,brown,3
6202,lynchburg,4500,2000.0,ram,van 3500,good,8 cylinders,gas,4600.0,clean,automatic,rwd,van,white,2
6203,lynchburg,8900,2004.0,chevrolet,silverado,good,8 cylinders,diesel,211900.0,clean,automatic,4wd,SUV,white,2
6204,lynchburg,4495,2008.0,chevrolet,uplander,good,6 cylinders,gas,119321.0,clean,automatic,fwd,mini-van,red,3
6205,lynchburg,6995,2011.0,gmc,acadia,good,6 cylinders,gas,129656.0,clean,automatic,fwd,SUV,silver,3
6206,lynchburg,7495,2012.0,kia,sedona,good,6 cylinders,gas,86814.0,clean,automatic,fwd,mini-van,red,3
6207,lynchburg,7495,2015.0,dodge,grand caravan,good,6 cylinders,gas,128211.0,clean,automatic,fwd,mini-van,white,3
6208,lynchburg,5495,2009.0,volvo,s80,good,6 cylinders,gas,127823.0,clean,automatic,fwd,sedan,blue,3
6209,lynchburg,6995,2012.0,ford,focus,excellent,6 cylinders,gas,0.0,clean,automatic,fwd,sedan,white,3
6210,lynchburg,4995,2008.0,mazda,mazda6,excellent,6 cylinders,gas,0.0,clean,automatic,fwd,sedan,white,3
6211,lynchburg,10500,2011.0,ford,taurus,excellent,6 cylinders,gas,100377.0,clean,automatic,4wd,sedan,white,2
6212,lynchburg,4800,2009.0,hyundai,santa fe,good,6 cylinders,gas,130320.0,clean,automatic,fwd,SUV,blue,3
6213,lynchburg,5499,2014.0,nissan,altima 2.5s,like new,4 cylinders,gas,76773.0,rebuilt,automatic,fwd,sedan,brown,3
6214,lynchburg,4499,2002.0,bmw,745i,good,8 cylinders,gas,97863.0,clean,automatic,rwd,sedan,grey,3
6215,lynchburg,4499,2007.0,dodge,charger r/t,good,8 cylinders,gas,121869.0,clean,automatic,rwd,sedan,grey,3
6216,lynchburg,5995,2011.0,jeep,patriot,good,4 cylinders,gas,122544.0,clean,automatic,4wd,SUV,grey,1
6217,lynchburg,3995,2008.0,honda,accord,good,4 cylinders,gas,172310.0,rebuilt,automatic,fwd,sedan,grey,3
6218,lynchburg,5700,2007.0,ford,f-150 2wd,good,8 cylinders,gas,99185.07784431137,clean,automatic,rwd,truck,white,2
6219,lynchburg,19797,2008.0,ford,f-350,excellent,6 cylinders,diesel,136957.0,clean,automatic,4wd,pickup,green,1
