,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,value of product
6406,new river valley,16900,2004.0,ford,f-250,excellent,6 cylinders,diesel,129841.0,clean,automatic,4wd,SUV,white,2
6407,new river valley,3800,2012.0,ford,focus se,excellent,4 cylinders,gas,161245.0,clean,automatic,fwd,sedan,silver,3
6408,new river valley,12900,2004.0,ford,f-250,excellent,6 cylinders,gas,193166.0,clean,automatic,4wd,SUV,white,2
6409,new river valley,28900,2011.0,ford,f-250,excellent,6 cylinders,gas,89475.0,clean,automatic,4wd,SUV,white,2
6410,new river valley,29900,2015.0,ford,f-250,excellent,6 cylinders,diesel,148369.0,clean,automatic,4wd,SUV,white,2
6411,new river valley,27900,2012.0,ford,f-250,excellent,6 cylinders,diesel,136939.0,clean,automatic,4wd,SUV,white,2
6412,new river valley,2000,2001.0,nissan,maxima,good,6 cylinders,gas,200000.0,clean,automatic,fwd,sedan,white,3
6413,new river valley,6995,2008.0,mercedes-benz,c-class 4 matic,excellent,6 cylinders,gas,148444.0,clean,automatic,fwd,sedan,grey,3
6414,new river valley,5500,2004.0,ford,crown victoria,excellent,8 cylinders,gas,89000.0,clean,automatic,rwd,sedan,blue,1
6415,new river valley,3700,2009.0,mazda,mazda5 gr touring,excellent,4 cylinders,gas,130231.0,clean,automatic,fwd,mini-van,red,3
6416,new river valley,2500,2002.0,pontiac,sunfire se,good,4 cylinders,gas,114000.0,clean,automatic,fwd,SUV,white,3
6417,new river valley,1800,2003.0,ford,windstar,fair,6 cylinders,gas,160000.0,clean,automatic,fwd,van,green,3
6418,new river valley,8950,2008.0,bmw,7-series,excellent,8 cylinders,gas,118553.0,clean,automatic,rwd,sedan,black,1
6419,new river valley,3250,2002.0,honda,civic,excellent,4 cylinders,gas,148530.0,clean,automatic,fwd,coupe,red,3
6420,new river valley,9500,2013.0,kia,sportage,excellent,6 cylinders,gas,88018.0,clean,automatic,4wd,SUV,blue,1
6421,new river valley,5200,2013.0,mitsubishi,lancer es,excellent,4 cylinders,gas,137716.0,clean,automatic,fwd,sedan,red,3
6422,new river valley,1999,2000.0,volkswagen,beetle 2000,fair,4 cylinders,gas,31000.0,clean,manual,fwd,coupe,yellow,3
6423,new river valley,7500,2013.0,cadillac,ats awd,excellent,6 cylinders,gas,130383.0,clean,automatic,4wd,sedan,black,1
6424,new river valley,29900,2012.0,jeep,wrangler rubicon,excellent,6 cylinders,gas,58100.0,lien,automatic,4wd,SUV,red,2
6425,new river valley,22900,2008.0,ford,f-350,excellent,6 cylinders,diesel,156079.0,clean,automatic,4wd,SUV,white,2
6426,new river valley,20989,2017.0,kia,sorento ex turbo,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
6427,new river valley,5200,2012.0,ford,focus se,excellent,4 cylinders,gas,125793.0,clean,automatic,fwd,hatchback,silver,3
6428,new river valley,4500,2010.0,mazda,mazda3 i touring,excellent,4 cylinders,gas,155295.0,clean,automatic,fwd,sedan,grey,3
6429,new river valley,26989,2019.0,subaru,outback 2.5i premium awd,like new,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
6430,new river valley,5500,2007.0,saturn,outlook,fair,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,red,2
6431,new river valley,2950,2004.0,honda,accord lx,good,4 cylinders,gas,209386.0,clean,automatic,fwd,sedan,white,3
6432,new river valley,13550,2010.0,mercedes-benz,cls-class,excellent,8 cylinders,gas,79714.0,clean,automatic,4wd,coupe,black,1
6433,new river valley,4400,2009.0,chevrolet,impala,good,6 cylinders,gas,159000.0,clean,automatic,4wd,sedan,red,2
6434,new river valley,33900,2006.0,gmc,sierra,excellent,6 cylinders,diesel,48834.0,clean,automatic,4wd,SUV,white,2
6435,new river valley,19900,2002.0,ford,f-250,excellent,6 cylinders,diesel,136548.0,clean,automatic,4wd,SUV,white,2
6436,new river valley,4695,2006.0,mercury,mariner,excellent,6 cylinders,gas,149170.0,clean,automatic,4wd,SUV,red,2
6437,new river valley,21900,2009.0,ford,f-250,excellent,6 cylinders,gas,104845.0,clean,automatic,4wd,SUV,white,2
6438,new river valley,3700,2006.0,volkswagen,passat,excellent,4 cylinders,gas,116600.0,clean,automatic,4wd,sedan,grey,1
6439,new river valley,29000,2015.0,chevrolet,silverado 2500hd,excellent,8 cylinders,gas,99185.07784431137,clean,automatic,4wd,truck,white,2
6440,new river valley,10200,2011.0,honda,pilot ex-l 4wd,excellent,6 cylinders,gas,140500.0,clean,automatic,4wd,SUV,white,2
6441,new river valley,7900,2006.0,toyota,4 runner,excellent,6 cylinders,gas,217000.0,clean,automatic,4wd,SUV,white,2
6442,new river valley,4950,2002.0,chevrolet,camaro,excellent,6 cylinders,gas,127500.0,clean,automatic,rwd,convertible,orange,2
6443,new river valley,2000,2003.0,audi,a4,good,4 cylinders,gas,192000.0,clean,manual,4wd,sedan,black,1
6444,new river valley,5995,2013.0,ford,taurus police interceptor,like new,6 cylinders,gas,120278.0,clean,automatic,4wd,sedan,white,2
6445,new river valley,2700,2004.0,jeep,grand cherokee,good,8 cylinders,gas,173000.0,clean,automatic,4wd,SUV,silver,2
6446,new river valley,5500,2013.0,ford,taurus police interceptor,like new,6 cylinders,gas,133358.0,clean,automatic,4wd,sedan,grey,1
6447,new river valley,13500,2014.0,mazda,miata mx-5,excellent,4 cylinders,gas,32800.0,clean,manual,rwd,convertible,silver,2
6448,new river valley,16900,2003.0,chevrolet,silverado,excellent,6 cylinders,diesel,205671.0,clean,automatic,4wd,SUV,white,2
6449,new river valley,22500,2008.0,ford,f250,excellent,6 cylinders,diesel,99185.07784431137,lien,manual,4wd,SUV,white,2
6450,new river valley,4899,1999.0,ford,crown victoria ltd,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,sedan,white,2
6451,new river valley,35900,2014.0,ford,f-250,excellent,6 cylinders,diesel,131471.0,clean,automatic,4wd,SUV,white,2
6452,new river valley,22900,2006.0,ford,f-250,excellent,6 cylinders,diesel,121089.0,clean,automatic,4wd,SUV,white,2
6453,new river valley,12900,2006.0,toyota,tacoma,good,6 cylinders,gas,179090.0,clean,automatic,4wd,truck,white,2
6454,norfolk / hampton roads,5000,2002.0,mazda,miata,good,4 cylinders,gas,117500.0,clean,manual,rwd,convertible,blue,1
6455,norfolk / hampton roads,2600,2008.0,honda,civic,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,white,2
6456,norfolk / hampton roads,5500,1999.0,pontiac,formula firebird,excellent,8 cylinders,gas,96000.0,clean,automatic,rwd,other,red,3
6457,norfolk / hampton roads,13500,2007.0,toyota,tacoma trd sport sr5,good,6 cylinders,gas,156000.0,clean,automatic,4wd,truck,silver,2
6458,norfolk / hampton roads,3500,2009.0,ford,f-350,good,8 cylinders,gas,99185.07784431137,clean,automatic,4wd,truck,white,2
6459,norfolk / hampton roads,6500,2012.0,volkswagen,gti,good,4 cylinders,gas,119000.0,lien,automatic,fwd,hatchback,grey,3
6460,norfolk / hampton roads,27995,2007.0,chevrolet,silverado 3500hd,excellent,8 cylinders,diesel,139000.0,clean,automatic,4wd,SUV,black,1
6461,norfolk / hampton roads,8000,2002.0,ford,isuzu npr,good,8 cylinders,gas,99185.07784431137,clean,automatic,rwd,truck,white,2
6462,norfolk / hampton roads,19750,2013.0,lexus,rx 350,excellent,6 cylinders,gas,79173.0,lien,automatic,fwd,SUV,blue,3
6463,norfolk / hampton roads,2995,2008.0,nissan,versa,excellent,4 cylinders,gas,172084.0,clean,automatic,fwd,hatchback,white,3
6464,norfolk / hampton roads,3150,2008.0,hyundai,sonata,excellent,6 cylinders,gas,180000.0,clean,automatic,fwd,sedan,white,3
6465,norfolk / hampton roads,4995,2007.0,honda,accord,excellent,4 cylinders,gas,180000.0,clean,automatic,fwd,sedan,white,3
6466,norfolk / hampton roads,3495,2007.0,ford,explorer,excellent,6 cylinders,gas,163000.0,clean,automatic,rwd,SUV,white,2
6467,norfolk / hampton roads,4495,2007.0,ford,edge,excellent,6 cylinders,gas,132000.0,clean,automatic,4wd,SUV,white,2
6468,norfolk / hampton roads,2995,2006.0,volkswagen,jetta,excellent,5 cylinders,gas,162000.0,clean,automatic,fwd,sedan,white,3
6469,norfolk / hampton roads,7000,2014.0,nissan,versa note sv,like new,6 cylinders,gas,95000.0,clean,automatic,fwd,sedan,grey,3
6470,norfolk / hampton roads,3990,2005.0,gmc,sierra,excellent,6 cylinders,gas,102446.0,clean,automatic,fwd,pickup,black,3
6471,norfolk / hampton roads,4000,2002.0,mercedes-benz,benz,excellent,6 cylinders,gas,96000.0,clean,automatic,rwd,sedan,white,3
6472,norfolk / hampton roads,3990,2004.0,nissan,xterra,excellent,6 cylinders,gas,166094.0,clean,automatic,4wd,wagon,red,2
6473,norfolk / hampton roads,4990,2006.0,honda,odyssey,excellent,6 cylinders,gas,151375.0,clean,automatic,4wd,mini-van,silver,2
6474,norfolk / hampton roads,2300,1999.0,ford,1999,excellent,4 cylinders,gas,200000.0,clean,automatic,fwd,sedan,green,3
6475,norfolk / hampton roads,7500,2012.0,volkswagen,jetta 2.5l se,excellent,5 cylinders,gas,61000.0,clean,automatic,fwd,sedan,white,3
6476,norfolk / hampton roads,2700,2007.0,chevrolet,malibu ls,like new,4 cylinders,gas,130000.0,clean,automatic,fwd,sedan,silver,3
6477,norfolk / hampton roads,9999,2016.0,toyota,corolla,good,4 cylinders,gas,83500.0,clean,automatic,fwd,sedan,silver,3
6478,norfolk / hampton roads,24500,2011.0,jeep,wrangler unlimited,excellent,6 cylinders,gas,85000.0,lien,automatic,4wd,SUV,black,1
6479,norfolk / hampton roads,1700,2001.0,ford,Pt Cruiser,excellent,6 cylinders,gas,103000.0,clean,manual,4wd,SUV,white,2
6480,norfolk / hampton roads,22900,2013.0,jeep,wrangler unlimited,excellent,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,black,1
6481,norfolk / hampton roads,8100,2011.0,toyota,rav4,excellent,4 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,silver,2
6482,norfolk / hampton roads,14995,2008.0,cadillac,escalade,excellent,6 cylinders,gas,130006.0,clean,automatic,fwd,SUV,black,3
6483,norfolk / hampton roads,17995,2011.0,chevrolet,express 3500,excellent,8 cylinders,gas,35187.0,clean,automatic,rwd,van,blue,1
6484,norfolk / hampton roads,17995,2014.0,chevrolet,express 3500,excellent,8 cylinders,gas,75314.0,clean,automatic,rwd,van,silver,2
6485,norfolk / hampton roads,17995,2011.0,chevrolet,express 3500,excellent,8 cylinders,gas,49998.0,clean,automatic,rwd,van,blue,1
6486,norfolk / hampton roads,5900,2014.0,chevrolet,cruze lt,excellent,4 cylinders,gas,99185.07784431137,clean,automatic,fwd,sedan,blue,3
6487,norfolk / hampton roads,15995,2011.0,chevrolet,express 3500,excellent,8 cylinders,gas,71765.0,clean,automatic,rwd,van,blue,1
6488,norfolk / hampton roads,2950,2006.0,mercury,grand marquis,excellent,8 cylinders,gas,193100.0,clean,automatic,rwd,sedan,green,3
6489,norfolk / hampton roads,12995,2009.0,chevrolet,express 2500,excellent,8 cylinders,gas,74039.0,clean,automatic,rwd,van,green,1
6490,norfolk / hampton roads,17955,2014.0,chevrolet,express 3500,excellent,8 cylinders,gas,82700.0,clean,automatic,rwd,van,grey,2
6491,norfolk / hampton roads,13995,2008.0,ford,econoline e350,excellent,8 cylinders,gas,59900.0,clean,automatic,rwd,van,white,2
6492,norfolk / hampton roads,8995,2011.0,kia,sorento lx,excellent,4 cylinders,gas,92355.0,clean,automatic,fwd,SUV,purple,3
6493,norfolk / hampton roads,11500,2004.0,ford,f-350,like new,8 cylinders,diesel,99185.07784431137,clean,automatic,4wd,truck,custom,1
6494,norfolk / hampton roads,8750,2012.0,volvo,s60,excellent,5 cylinders,gas,82282.0,clean,automatic,fwd,sedan,silver,3
6495,norfolk / hampton roads,10995,2011.0,nissan,maxima,excellent,6 cylinders,gas,97625.0,clean,automatic,fwd,sedan,white,3
6496,norfolk / hampton roads,5000,2010.0,nissan,rogue,good,6 cylinders,gas,140495.0,clean,automatic,4wd,SUV,white,2
6497,norfolk / hampton roads,3495,2006.0,ford,scion xa,excellent,6 cylinders,gas,149000.0,clean,automatic,4wd,hatchback,silver,2
6498,norfolk / hampton roads,14500,2006.0,chevrolet,silverado 2500hd,excellent,8 cylinders,diesel,99185.07784431137,clean,automatic,4wd,truck,white,2
6499,norfolk / hampton roads,3800,2000.0,toyota,4runner,good,6 cylinders,gas,99185.07784431137,clean,automatic,4wd,SUV,silver,2
6500,norfolk / hampton roads,5250,2002.0,toyota,tacoma prerunner,good,4 cylinders,gas,197030.0,clean,automatic,rwd,pickup,black,1
6501,norfolk / hampton roads,6500,2009.0,honda,accord,excellent,4 cylinders,gas,135800.0,clean,automatic,fwd,sedan,grey,3
6502,norfolk / hampton roads,3750,2007.0,honda,pilot,good,4 cylinders,gas,182000.0,clean,automatic,4wd,SUV,black,1
6503,norfolk / hampton roads,5000,2007.0,toyota,camry xle,excellent,4 cylinders,gas,156200.0,clean,automatic,fwd,sedan,silver,3
6504,norfolk / hampton roads,8000,2007.0,toyota,highlander limited,excellent,6 cylinders,gas,153500.0,clean,automatic,fwd,SUV,grey,3
6505,norfolk / hampton roads,5000,2007.0,toyota,camry,excellent,4 cylinders,gas,142400.0,clean,automatic,fwd,sedan,green,3
6506,norfolk / hampton roads,3295,2005.0,jeep,liberty,excellent,6 cylinders,gas,146000.0,clean,automatic,4wd,SUV,silver,2
6507,norfolk / hampton roads,2595,2005.0,ford,saab 9-3,excellent,6 cylinders,gas,180000.0,clean,automatic,4wd,sedan,black,1
6508,norfolk / hampton roads,27700,2015.0,ram,1500,excellent,6 cylinders,diesel,124000.0,clean,automatic,4wd,pickup,white,2
6509,norfolk / hampton roads,2995,2006.0,buick,lacrosse cx,excellent,6 cylinders,gas,147000.0,clean,automatic,4wd,sedan,silver,2
6510,norfolk / hampton roads,11250,2011.0,honda,odyssey ex-l,excellent,6 cylinders,gas,112981.0,clean,automatic,fwd,mini-van,black,3
6511,norfolk / hampton roads,3950,2004.0,chevrolet,silverado 1500,good,6 cylinders,gas,188100.0,clean,automatic,rwd,pickup,white,2
6512,norfolk / hampton roads,8750,2015.0,volkswagen,jetta se,excellent,4 cylinders,gas,70741.0,clean,automatic,fwd,sedan,blue,3
